"institute_name","Total_cases_to_date","Total_students_to_date","Total_staff_to_date","Date","Article","Total_outbreaks_to_date","Outbreak_dates","Outbreak_Status","School_board","Type_of_school","City","Province","Latitude","Longitude","Is_Single","Is_Outbreak","Is_Cluster","Last_Reported_Date","Difference_In_Days","Total_Cases_Summed"
"École Gabrielle-Roy (Châteauguay)","2",NA,NA,"2021-01-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Grandes-Seigneuries","TBAElementary","Chateauguay","QC",45.3723,-73.7271,0,0,0,"2021-01-24",15,2
"École J.P. Labarre (Varennes)","1",NA,NA,"2020-10-20","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Patriotes","TBAElementary","Varennes","QC",45.6853,-73.4345,0,0,0,"2020-10-20",111,1
"École Saint-Gilles (tous pavillons)","16",NA,NA,"2021-02-05","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Laval","TBAElementary","Laval","QC",45.5718,-73.6784,0,0,0,"2021-02-05",3,16
"École Pierre-Laporte (unités mobile école Le Baluchon)","1",NA,NA,"2020-10-20","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marguerite- Bourgeoys","TBASecondary","Mount Royal","QC",45.5236,-73.6364,0,0,0,"2020-10-20",111,1
"École Marie-Victorin de Saint-Siméon","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Charlevoix","TBAElementary","Saint-Simeon","QC",47.8415,-69.8835,0,0,0,"2020-10-21",110,1
"École du Trivent 1","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Premières- Seigneuries","TBAElementary","Sainte-Brigitte-de-Laval","QC",47.2944,-71.2955,0,0,0,"2020-10-21",110,1
"École secondaire du Versant","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Draveurs","TBASecondary","Gatineau","QC",45.4934,-75.681,0,0,0,"2020-10-21",110,1
"École Saint-Rédempteur","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Portages-de- l’Outaouais","TBAElementary","Gatineau","QC",45.4344,-75.7194,0,0,0,"2020-10-21",110,1
"Coteau-du-Lac (pavillon Wilson)","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Trois-Lacs","TBAElementary","Coteau-du-Lac","QC",45.309,-74.2089,0,0,0,"2020-10-21",110,1
"École Monseigneur-Prince","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Sorel-Tracy","TBAElementary","Saint-Robert","QC",45.968,-73.0151,0,0,0,"2020-10-21",110,1
"École Notre-Dame-de-la-Paix (Saint-Simon)","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Saint-Hyacinthe","TBAElementary","Saint-Simon","QC",45.7326,-72.8729,0,0,0,"2020-10-21",110,1
"Centennial Regional High School (Greenfield Park)","8",NA,NA,"2021-01-28","https://www.covidecolesquebec.org/nouvelles-closions",1,"2021-01-28","Declared outbreak","Riverside","TBASecondary","Greenfield Park","QC",45.4917,-73.446,0,0,0,"2021-01-28",11,8
"École du Domaine","4",NA,NA,"2020-12-07","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Capitale","TBAElementary","Quebec","QC",46.8134,-71.282,0,0,0,"2020-12-07",63,4
"Institut Secondaire Keranna","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBASecondary","Trois-Rivieres","QC",46.3582,-72.6045,0,0,0,"2020-10-21",110,1
"École de la Source (Shawinigan)","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Énergie","TBAElementary","Shawinigan-Sud","QC",46.5174,-72.7514,0,0,0,"2020-10-21",110,1
"École Dollard (Trois-Rivières)","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Chemin du Roy","TBAElementary","Trois-Rivieres","QC",46.3648,-72.5221,0,0,0,"2020-10-21",110,1
"École secondaire Kénogami","4",NA,NA,"2020-10-25","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Jonquière","TBASecondary","Jonquiere","QC",48.4251,-71.227,0,0,0,"2020-10-25",106,4
"École de l'Accueil","3",NA,NA,"2021-01-12","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Capitale","TBAElementary","Quebec","QC",46.87,-71.3341,0,0,0,"2021-01-12",27,3
"Centre éducation pour adultes le Nouvel Horizon","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Premières- Seigneuries","TBAPost-secondary","Gatineau","QC",45.4611,-75.6961,0,0,0,"2020-10-21",110,1
"Parkdale Elementary","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","EMSB","TBAElementary","Saint-Laurent","QC",45.5199,-73.6906,0,0,0,"2020-10-21",110,1
"École primaire Saint-Julien (Lachute)","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Riviere du Nord","TBAElementary","Lachute","QC",45.6521,-74.3401,0,0,0,"2020-10-21",110,1
"Collège Mont-Saint-Louis","19",NA,NA,"2021-01-25","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBASecondary","Montreal","QC",45.5686,-73.6581,0,0,0,"2021-01-25",14,19
"École Christ-Roi (Massueville)","1",NA,NA,"2020-10-21","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Sorel-Tracy","TBAElementary","Massueville","QC",45.8741,-72.9767,0,0,0,"2020-10-21",110,1
"CFP L'Oasis","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Rives-du-Saguenay","TBAPost-secondary","Chicoutimi","QC",48.4204,-71.0622,0,0,0,"2020-10-22",109,1
"École Maria-Goretti","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Sorel-Tracy","TBAElementary","Sorel-Tracy","QC",46.0426,-73.1001,0,0,0,"2020-10-22",109,1
"École Saint-André (Acton Vale)","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Saint-Hyacinthe","TBAElementary","Acton Vale","QC",45.6218,-72.5446,0,0,0,"2020-10-22",109,1
"École Secondaire L'Escale","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Chemin du Roy","TBASecondary","Louiseville","QC",46.2505,-72.9489,0,0,0,"2020-10-22",109,1
"École Dominique-Savio","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Capitale","TBAElementary","Quebec","QC",46.8366,-71.2168,0,0,0,"2020-10-22",109,1
"École de Pointe-du-Lac - pavillon Beau-Soleil","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Chemin du Roy","TBAElementary","Trois-Rivieres","QC",46.2888,-72.6714,0,0,0,"2020-10-22",109,1
"École Sainte-Odile - Annexe","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAElementary","Montreal","QC",45.5367497,-73.709737,0,0,0,"2020-10-22",109,1
"École Sophie-Barat Pavillon Principal","2",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBASecondary","Montreal","QC",45.5624,-73.6666,0,0,0,"2020-10-22",109,2
"Centre de formation professionnelle Le Trécarré","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Bois-Francs","TBAPost-secondary","Victoriaville","QC",46.0608,-71.942,0,0,0,"2020-10-22",109,1
"Rivière-du-Nord - Édifice Le Parallèle","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Riviere du Nord","TBAPost-secondary","Lachute","QC",45.6497,-74.351,0,0,0,"2020-10-22",109,1
"École Notre-Dame (Saint-Alexis)","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Saint-Alexis","QC",45.9427,-73.6298,0,0,0,"2020-10-22",109,1
"École aux Quatre-Vents (Bonaventure)","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Rene Levesque","TBASecondary","Bonaventure","QC",48.0525,-65.4865,0,0,0,"2020-10-22",109,1
"École De La Savane Édifice Sacre-Coeur","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Hautes-Rivières","TBAElementary","Saint-Jean-sur-Richelieu","QC",45.3616,-73.3031,0,0,0,"2020-10-22",109,1
"École Saint-Lucien","18",NA,NA,"2020-11-02","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Hautes-Rivières","TBAElementary","Saint-Jean-sur-Richelieu","QC",45.3033,-73.2712,0,0,0,"2020-11-02",98,18
"École Alphonse-Desjardins - Annexe","2",NA,NA,"2021-01-18","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAElementary","Montreal","QC",45.573,-73.5735,0,0,0,"2021-01-18",21,2
"École des Découvertes (Saint-Siméon)","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Rene Levesque","TBAElementary","St-Siméon","QC",48.1138,-65.5469,0,0,0,"2020-10-22",109,1
"École de l’Amitié","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Affluents","TBASecondary","L'Assomption","QC",45.8496,-73.4279,0,0,0,"2020-10-22",109,1
"Collège Jacques-Prévert","3",NA,NA,"2020-12-14","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBAElementary","Montreal","QC",45.5338,-73.7194,0,0,0,"2020-12-14",56,3
"Centre de formation professionnelle et d’éducation des adultes Sorel-Tracy","5",NA,NA,"2021-01-31","https://www.covidecolesquebec.org/nouvelles-closions",1,"2021-01-31","Declared outbreak","Sorel-Tracy","TBAPost-secondary","Sorel-Tracy","QC",46.0164,-73.1504,0,0,0,"2021-01-31",8,5
"Christmas Park School","2",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Lester B. Pearson","TBAElementary","Beaconsfield","QC",45.4196,-73.8773,0,0,0,"2020-10-23",108,2
"Centre de formation des Nouvelles-Technologies","1",NA,NA,"2020-10-22","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Mille-Iles","TBAPost-secondary","Sainte-Thérèse","QC",45.6432,-73.8387,0,0,0,"2020-10-22",109,1
"Pierre Elliott Trudeau Elementary School in Vaudreuil","3",NA,NA,"2020-12-06","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Lester B. Pearson","TBAElementary","Vaudreuil-Dorion","QC",45.4116,-74.0229,0,0,0,"2020-12-06",64,3
"École Chomedey-De Maisonneuve","2",NA,NA,"2021-01-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBASecondary","Montreal","QC",45.553,-73.5387,0,0,0,"2021-01-26",13,2
"École Marcel-Vaillancourt","20",NA,NA,"2020-11-09","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Laval","TBAElementary","Laval","QC",45.553,-73.7087,0,0,0,"2020-11-09",91,20
"École Saint-Étienne de Drummondville","11",NA,NA,"2020-11-02","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Des Chenes","TBAElementary","Drummondville","QC",45.8542,-72.4535,0,0,0,"2020-11-02",98,11
"École Marie-Rose (Saint-Sauveur)","1",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Laurentides","TBAElementary","Saint-Sauveur","QC",45.8941,-74.1588,0,0,0,"2020-10-23",108,1
"École Montessori international Blainville","1",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBAElementary","Blainville","QC",45.6507,-73.7984,0,0,0,"2020-10-23",108,1
"École L'Accueil (Scott)","3",NA,NA,"2021-02-04","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Beauce-Etchemin","TBAElementary","Scott","QC",46.5049,-71.0718,0,0,0,"2021-02-04",4,3
"Collège Boisbriand","1",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBASecondary","Boisbriand","QC",45.6409,-73.8681,0,0,0,"2020-10-23",108,1
"Mauricie English Elementary School","1",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Central Quebec","TBAElementary","Trois-Rivieres","QC",46.356,-72.5447,0,0,0,"2020-10-23",108,1
"École Lucille-Teasdale (Montréal) CSSDM","3",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","CSDM","TBAElementary","Montreal","QC",45.4994,-73.6402,0,0,0,"2020-10-23",108,3
"École primaire des Sources à Saint-Anaclet-de-Lessard","1",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Des Phares","TBAElementary","Saint-Anaclet","QC",48.4409,-68.3884,0,0,0,"2020-10-23",108,1
"École secondaire des Chutes (Shawinigan)","17",NA,NA,"2020-12-06","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Énergie","TBASecondary","Shawinigan","QC",46.5389,-72.7521,0,0,0,"2020-12-06",64,17
"École des Perséides (Pointe-Calumet)","4",NA,NA,"2020-11-04","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Mille-Iles","TBAElementary","Pointe-Calumet","QC",45.4983,-73.9861,0,0,0,"2020-11-04",96,4
"École Curé-Chamberland","1",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Chemin du Roy","TBAElementary","Trois-Rivieres","QC",46.3428,-72.5698,0,0,0,"2020-10-23",108,1
"École Jacques-Buteux","10",NA,NA,"2020-12-06","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Chemin du Roy","TBAElementary","Trois-Rivieres","QC",46.3644,-72.581,0,0,0,"2020-12-06",64,10
"Centre de Formation Professionnelle Paul-Gerin-Lajoie","1",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Trois-Lacs","TBAPost-secondary","Vaudreuil-Dorion","QC",45.3965,-74.0251,0,0,0,"2020-10-23",108,1
"Ecole Saint-Germain d'Outremont","4",NA,NA,"2021-01-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marguerite- Bourgeoys","TBAElementary","Outremont","QC",45.5117,-73.6143,0,0,0,"2021-01-24",15,4
"École primaire Seskitin","1",NA,NA,"2020-10-23","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","First Nations Education Council","TBAElementary","Wemotaci","QC",47.9041,-73.789,0,0,0,"2020-10-23",108,1
"École Saint-Jean (Sainte-Catherine)","1",NA,NA,"2020-10-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Grandes-Seigneuries","TBAElementary","Sainte-Catherine","QC",45.3959,-73.5746,0,0,0,"2020-10-24",107,1
"École du Rocher-D'Auteuil - Pavillon du Rocher","3",NA,NA,"2020-10-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Des Phares","TBAElementary","Rimouski","QC",48.4267,-68.5891,0,0,0,"2020-10-24",107,3
"École Victor-Thérien","1",NA,NA,"2020-10-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marguerite- Bourgeoys","TBAElementary","Lachine","QC",45.4368,-73.704,0,0,0,"2020-10-24",107,1
"École la Découverte (Sainte-Hénédine)","3",NA,NA,"2021-01-15","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Beauce-Etchemin","TBAElementary","Sainte-Hénédine","QC",46.5546,-70.9943,0,0,0,"2021-01-15",24,3
"École Dionne (Saint-Georges)","1",NA,NA,"2020-10-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Beauce-Etchemin","TBAElementary","Saint-Georges","QC",46.1163,-70.6777,0,0,0,"2020-10-24",107,1
"St-Johns High School (Saint-Jean-sur-Richelieu)","5",NA,NA,"2021-01-29","https://www.covidecolesquebec.org/nouvelles-closions",1,"2021-01-29","Declared outbreak","Riverside","TBAMixed","Saint-Jean-sur-Richelieu","QC",45.3146,-73.271,0,0,0,"2021-01-29",10,5
"École secondaire Antoine-Roy de Rivière-au-Renard","1",NA,NA,"2020-10-25","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Chic-Chocs","TBASecondary","Gaspe","QC",48.9916,-64.3807,0,0,0,"2020-10-25",106,1
"École de la Source d'Autray","2",NA,NA,"2020-11-20","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Lanoraie","QC",45.9585,-73.2223,0,0,0,"2020-11-20",80,2
"École aux Couleurs-du-Savoir","1",NA,NA,"2020-10-25","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Riviere du Nord","TBAElementary","Saint-Jerome","QC",45.8104,-74.0453,0,0,0,"2020-10-25",106,1
NA,"1",NA,NA,"2020-10-25","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Beauce-Etchemin","TBAElementary","Saint-Victor","QC",46.1476,-70.9033,0,0,0,"2020-10-25",106,1
"École l’Escale (Laval)","3",NA,NA,"2021-01-12","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Laval","TBAElementary","Laval","QC",45.6665,-73.5863,0,0,0,"2021-01-12",27,3
"Dorval Elementary School","3",NA,NA,"2020-12-10","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Lester B. Pearson","TBAElementary","Dorval","QC",45.4446,-73.7657,0,0,0,"2020-12-10",60,3
"St-John Fisher (Senior Campus)","3",NA,NA,"2021-01-14","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Lester B. Pearson","TBAElementary","Pointe-Claire","QC",45.4565,-73.7954,0,0,0,"2021-01-14",25,3
"Westwood High School Junior","7",NA,NA,"2020-12-15","https://www.covidecolesquebec.org/nouvelles-closions",1,"2020-12-15","Declared outbreak","Lester B. Pearson","TBASecondary","Saint-Lazare","QC",45.4357,-74.1485,0,0,0,"2020-12-15",55,7
"École Cardinal-Roy (Trois-Rivières)","65",NA,NA,"2020-11-20","https://www.covidecolesquebec.org/nouvelles-closions",1,"2020-11-20","Declared outbreak","Chemin du Roy","TBAElementary","Trois-Rivieres","QC",46.3561,-72.5849,0,0,0,"2020-11-20",80,65
"Académie des Sacrés-Coeurs (Saint-Bruno)","1",NA,NA,"2020-10-25","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Établissement privé","TBAElementary","Saint-Bruno-de-Montarville","QC",45.5526,-73.3445,0,0,0,"2020-10-25",106,1
"École de l’Apprenti-Sage","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Capitale","TBAElementary","Quebec","QC",46.8472,-71.3271,0,0,0,"2020-10-26",105,1
"École Gabrielle-Roy (Boisbriand)","17",NA,NA,"2021-02-01","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Mille-Iles","TBAElementary","Boisbriand","QC",45.6026,-73.8388,0,0,0,"2021-02-01",7,17
"École Charles-Gravel (Chicoutimi)","71",NA,NA,"2020-12-15","https://www.covidecolesquebec.org/nouvelles-closions",1,"2020-12-15","Declared outbreak","Rives-du-Saguenay","TBASecondary","Chicoutimi","QC",48.4482,-71.081,0,0,0,"2020-12-15",55,71
"École secondaire du Rocher (Grand-Mère)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Énergie","TBASecondary","Grand-Mère","QC",46.6127,-72.6903,0,0,0,"2020-10-26",105,1
"École des Grands Vents (Saint-Gabriel-de-Brandon)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Saint-Gabriel-de-Brandon","QC",46.2929,-73.3876,0,0,0,"2020-10-26",105,1
"École Marc-Laflamme/Le Prélude (Pointe-aux-Trembles)","4",NA,NA,"2021-01-25","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Pointe-de-l'Île","TBAElementary","Pointes-aux-Trembles","QC",45.6461,-73.4904,0,0,0,"2021-01-25",14,4
"École Aquarelle de Saint-Georges","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Beauce-Etchemin","TBAElementary","Saint-Georges","QC",46.1188,-70.6652,0,0,0,"2020-10-26",105,1
"École primaire Twin Oaks (Laval)","8",NA,NA,"2021-02-01","https://www.covidecolesquebec.org/nouvelles-closions",1,"2021-02-01","Declared outbreak","Sir Wilfred Laurier","TBAElementary","Laval","QC",45.5759,-73.8176,0,0,0,"2021-02-01",7,8
"École de l'Étincelle (Thetford)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Appalaches","TBAElementary","Thetford Mines","QC",46.1059,-71.3122,0,0,0,"2020-10-26",105,1
"École Bois-Joli (Shipshaw)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Jonquière","TBAElementary","Shipshaw","QC",48.5097223,-71.270258,0,0,0,"2020-10-26",105,1
"Centre de Formation générale des Adultes de la Jonquière","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Jonquière","TBAPost-secondary","Saguenay","QC",48.4142056,-71.2508706,0,0,0,"2020-10-26",105,1
"École Sainte-Martine","3",NA,NA,"2021-02-04","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Vallée-des-Tisserands","TBAElementary","Sainte-Martine","QC",45.2282,-73.7797,0,0,0,"2021-02-04",4,3
"École Guillaume‐Vignal","2",NA,NA,"2021-01-17","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marie-Victorin","TBAElementary","Brossard","QC",45.4567,-73.4598,0,0,0,"2021-01-17",22,2
"École primaire Saint-Rosaire de Gaspé","2",NA,NA,"2020-12-04","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Chic-Chocs","TBAElementary","Gaspe","QC",48.8306,-64.4857,0,0,0,"2020-12-04",66,2
"École Notre-Dame-du-Sacré-Coeur","2",NA,NA,"2020-11-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Saint-Paul","QC",45.9708,-73.4231,0,0,0,"2020-11-24",76,2
"École Secondaire Ozias-Leduc","9",NA,NA,"2021-02-03","https://www.covidecolesquebec.org/nouvelles-closions",1,"2021-02-03","Declared outbreak","Patriotes","TBASecondary","Mont-Saint-Hilaire","QC",45.5687,-73.1846,0,0,0,"2021-02-03",5,9
"École La Passerelle (Pavillon Vert-Demain)","3",NA,NA,"2020-11-24","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Samares","TBAElementary","Saint-Paul","QC",45.9708,-73.4231,0,0,0,"2020-11-24",76,3
"École Saint-Donat (Montréal)","6",NA,NA,"2021-02-01","https://www.covidecolesquebec.org/nouvelles-closions",1,"2021-02-01","Declared outbreak","CSDM","TBAElementary","Montreal","QC",45.5838,-73.5393,0,0,0,"2021-02-01",7,6
"École Saint-Majorique Drummondville","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Des Chenes","TBAElementary","Saint-Majorique","QC",45.9322,-72.5626,0,0,0,"2020-10-26",105,1
"École de l’Étoile (Lévis)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Navigateurs","TBAElementary","Levis","QC",46.7273,-71.3162,0,0,0,"2020-10-26",105,1
"École Alfred-Pellan (Laval)","13",NA,NA,"2021-02-01","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Laval","TBAElementary","Laval","QC",45.6398,-73.7501,0,0,0,"2021-02-01",7,13
"École Élisabeth-Monette (Salaberry-de-Valleyfield)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Vallée-des-Tisserands","TBAElementary","Salaberry-de-Valleyfield","QC",45.2771,-74.0827,0,0,0,"2020-10-26",105,1
"École Frédéric-Girard (Salaberry-de-Valleyfield)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Vallée-des-Tisserands","TBAElementary","Salaberry-de-Valleyfield","QC",45.2464,-74.1393,0,0,0,"2020-10-26",105,1
"École Langlois (Salaberry-de-Valleyfield)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Vallée-des-Tisserands","TBAElementary","Salaberry-de-Valleyfield","QC",45.2494,-74.1413,0,0,0,"2020-10-26",105,1
"École Notre-Dame du Saint-Esprit (Salaberry-de-Valleyfield)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Vallée-des-Tisserands","TBAElementary","Salaberry-de-Valleyfield","QC",45.2528,-74.123,0,0,0,"2020-10-26",105,1
"École Saint-André (Salaberry-de-Valleyfield)","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Vallée-des-Tisserands","TBAElementary","Salaberry-de-Valleyfield","QC",45.2933,-74.0377,0,0,0,"2020-10-26",105,1
"Nouvelle école secondaire Pierrefonds","1",NA,NA,"2020-10-26","https://www.covidecolesquebec.org/nouvelles-closions",NA,NA,"Single/unlinked cases","Marguerite- Bourgeoys","TBASecondary","Pierrefonds","QC",45.5097,-73.8243,0,0,0,"2020-10-26",105,1
