"institute.name","Total.cases.to.date","Total.students.to.date","Total.staff.to.date","Date","Article","Total.outbreaks.to.date","Outbreak.dates","Outbreak.Status","School.board","Type_of_school","City","Province","Latitude","Longitude"
"St. Thomas More School","1;1;1;1","1;1","1;1","2020-10-18 ; 2020-11-06 ; 2020-11-23 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-18T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Mixed","Mississauga","ON",43.6054109,-79.601875
"St. Gregory School","1","","1","2020-10-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.609331,-79.707837
"St. Jude Separate School","2;1","1;1","1","2020-10-19 ; 2020-10-26","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-26T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.6133737,-79.6521897
"St. Oscar Romero Catholic Secondary School","1","","1","2020-10-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Secondary","Mississauga","ON",43.5511142,-79.7090405
"Lester B. Pearson Catholic Elementary School","1;2;2;1;1","2;1;1","","2020-09-20 ; 2020-09-24 ; 2020-11-09 ; 2020-11-18 ; 2020-11-23","https://www3.dpcdsb.org/news/news-archives/community-advisory-reporting;https://masks4canada.org/2020/09/24/dpcdsb-2020-09-24/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.7230616,-79.7291431
"St. Edmund Campion Secondary School","1;1;2;1;1;1;1;1;2;1;1;2","1;1;2;1;1;1;0;1;2","1;1;2;1","2020-10-20 ; 2020-10-22 ; 2020-11-05 ; 2020-11-17 ; 2020-11-18 ; 2020-11-19 ; 2020-11-20 ; 2020-11-24; 2020-11-27 ; 2020-11-28 ; 2020-11-30 ; 2020-12-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-20T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-22T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-28T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Secondary","Brampton","ON",43.6947937,-79.829895
"St. Francis Xavier Secondary School","1;1;1;1;1;1;1;1","1;1;1;1;1","1","2020-10-04 ; 2020-10-08 ; 2020-10-22 ; 2020-11-09 ; 2020-11-23 ; 2020-11-30 ; 2020-12-09 ; 2020-12-18","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-04T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-08T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-22T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-18T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Secondary","Mississauga","ON",43.6129906,-79.6646197
"Father Clair Tipping School","2;1","2;1","","2020-10-22; 2020-12-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-22T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Dufferin-Peel_Catholic_DSB_changed",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Mixed","Brampton","ON",43.7648548,-79.7317292
"Our Lady of Good Voyage School","1","1","","2020-10-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-22T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.5917103,-79.7111505
"St. Marguerite d'Youville Secondary School","2;1;1;1;1;1;1;1;1","2;1;1;1;1;1;1;1;1",NA,"2020-10-22 ; 2020-11-04 ; 2020-11-09 ; 2020-11-12 ; 2020-11-17; 2020-11-27 ; 2020-11-30 ; 2020-12-09 ; 2020-12-17","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-22T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-04T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-12T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-17T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Secondary","Brampton","ON",43.7522331,-79.7766089
"STS. Peter & Paul Separate School","1;1","1","1","2020-10-22 ; 2020-11-06","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-22T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.6024234,-79.6350343
"Saint Leonard Catholic School","1","","1","2020-10-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-25T2054.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.723126,-79.790886
"Saint Timothy School","1;2;2;1","1;2;2;1","","2020-10-25 ; 2020-11-02 ; 2020-11-19 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-25T2054.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.5799189,-79.5993205
"St. Bonaventure Catholic Elementary School","1;1;1","1;1;1","","2020-10-27 ; 2020-11-17 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-27T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.6872846,-79.8295614
"St. Joachim Elementary School","1;1;6;2","1;1;5;2","1","2020-10-27 ; 2020-11-12 ; 2020-11-17 ; 2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-27T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-12T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html;https://masks4canada.org/2020/11/26/peel-region-covid-19-outbreaks-in-school-2020-11-25/",1,"2020-11-20","Declared outbreak","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.713309,-79.767037
"Saint Bernadette Elementary School","1;3","3","1","2020-10-29 ; 2020-12-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-29T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.5817379,-79.673508
"Monsignor Paul Dwyer Catholic High School","1","","","2020-10-18","https://masks4canada.org/2020/10/19/hcdsb-2020-10-18/ ;https://www.durhamradionews.com/archives/129819",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Secondary","Oshawa","ON",43.9111116,-78.8919571
"Christ the King Catholic School","2;1","2;1","","2020-11-01 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-01T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.524184,-79.695556
"St. Rita Elementary School","2;1;1;1","2;1;1","1","2020-11-01 ; 2020-11-17 ; 2020-11-18 ; 2020-11-21","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-01T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-21T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.7371816,-79.8245358
"St. Edith Stein Elementary School","1","1","","2020-11-02","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.5665698,-79.758912
"ST Maria Goretti Elementary School","3;2","2;1","1;1","2020-11-02 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.696269,-79.789132
"St. Simon Stock School","1;1","1","1","2020-11-02 ; 2020-11-20","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.5654871,-79.7697886
"Holy Cross Separate School","1;1;1;1;1","1;1;1","1;1","2020-11-03 ; 2020-11-04 ; 2020-11-05 ; 2020-11-06 ; 2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-03T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-04T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.7248352,-79.6364434
"St. Lucy Catholic Elementary School","1;1","1;1","","2020-11-03 ; 2020-11-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-03T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.7083574,-79.8214154
"St. Aidan Catholic Elementary School","1;2;1;1","1;2;1;1","","2020-11-05 ; 2020-11-09 ; 2020-11-17 ; 2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html;https://masks4canada.org/2020/11/19/peel-region-declared-covid-19-outbreaks-in-school-2020-11-18/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html",1,"2020-11-17","Declared outbreak","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.6963579,-79.8373979
"St. Thomas Aquinas Secondary School","1;1;2;1","1;1;2;1","","2020-11-05 ; 2020-11-17 ; 2020-11-20 ; 2020-12-12","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Secondary","Brampton","ON",43.738924,-79.710826
"Our Lady of Mount Carmel Secondary School","1;1;1","1;1","1","2020-11-06 ; 2020-12-09 ; 2020-12-12","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Secondary","Mississauga","ON",43.5747917,-79.7725827
"Pauline Vanier Catholic Elementary School","1;1","","1;1","2020-11-06 ; 2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.64669,-79.734501
"Saint Albert of Jerusalem Elementary School","1;1","1","1","2020-11-06 ; 2020-12-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.580593,-79.789126
"Cardinal Leger Secondary School","1;2;1;1;1;2","2;1;1;1;2","1","2020-11-09 ; 2020-11-11 ; 2020-11-25; 2020-11-27; 2020-12-08 ; 2020-12-12","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-11T1612.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-25T1545.html;https://masks4canada.org/2020/11/26/peel-region-covid-19-outbreaks-in-school-2020-11-25/; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Dufferin-Peel_Catholic_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html",1,"2020-11-20","Declared outbreak","Dufferin-Peel CDSB","Secondary","Brampton","ON",43.6840635,-79.7511893
"St. Alfred Separate School","1","1","","2020-11-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.6188628,-79.589306
"St. Francis Xavier Elementary School","1;1;1;1;2;1","1;1;2;1","1;1","2020-11-08 ; 2020-11-11 ; 2020-11-13 ; 2020-12-17 ; 2020-12-18 ; 2020-12-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-11T1612.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-17T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-18T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-19T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.674844,-79.73859
"St. Michael Catholic Secondary School","1;1","","1;1","2020-11-11 ; 2020-11-13","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-11T1612.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Secondary","Bolton","ON",43.8952732,-79.7517823
"St. Sebastian Catholic Elementary School","1;1","1;1","","2020-11-11 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-11T1612.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.540957,-79.722615
"Our Lady of Peace Separate School","2;2;4","2;4","2","2020-11-17 ; 2020-11-18 ; 2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Brampton","ON",43.6740772,-79.7851288
"St. Helen Separate School","1; 2","NA;2","1;0","2020-11-17; 2020-11-27","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.5059181,-79.6511417
"St. James Catholic Global Learning Centre (IB)","1","","1","2020-11-17","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.5623226,-79.5713349
"Cardinal Newman Catholic Elementry School / St. John Henry Newman Catholic Elementary School","1;4;2","1;4;2","","2020-11-17 ; 2020-11-18 ; 2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.7216072,-79.6994231
"St. Valentine Elementary School","1;1","1;1","","2020-11-17 ; 2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.60067,-79.689689
"Saint Agnes Separate School","1;1;1","1;1","1","2020-11-18; 2020-12-08 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Dufferin-Peel_Catholic_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Brampton","ON",43.724856,-79.78081
"St. Julia Catholic Elementary School","1","","1","2020-11-20","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.620129,-79.72369
"St. Pio of Pietrelcina School","1;1","1;1","","2020-11-20 ; 2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.6083943,-79.6428171
"St. Mary Elementary School","2;3","2;3","","2020-11-23 ; 2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.6838259,-79.7531976
"St. Teresa of Avila Separate School","1;1","1;1","","2020-11-23 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.591262,-79.7517635
"St. Brigid School","2","2","","2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Brampton","ON",43.658511,-79.759646
"St. Teresa of Calcutta Catholic Elementary School","1","1","","2020-11-24","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.6129169,-79.6043157
"Good Shepherd School","2;1;1","2;1;1","0","2020-11-27; 2020-12-08 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Dufferin-Peel_Catholic_DSB_changed ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Brampton","ON",43.7565378,-79.7467145
"St. Catherine of Siena School","1","1","0","2020-11-27","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.57413335,-79.61077148
"St. Francis of Assisi Catholic School","1;3","1;3","0","2020-11-27 ; 2020-12-17","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-17T1630.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Mississauga","ON",43.5266097,-79.6717743
"Venerable Michael J McGivney Elem School","1","1","","2020-11-30","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Brampton","ON",43.7526864,-79.7683242
"Mary Fix Catholic School","3","3","","2020-12-01","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html#Dufferin-Peel_Catholic_DSB_changed",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Mississauga","ON",43.5671648,-79.6243621
"St. Augustine Catholic Secondary School","2","","2","2020-12-01","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html#Dufferin-Peel_Catholic_DSB_changed",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Brampton","ON",43.658388,-79.7650458
"St Joseph Catholic School","1","","","2020-12-02","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html",0,"","Single/unlinked cases","Dufferin-Peel CDSB","TBA","Uxbridge","ON",44.1069184,-79.1386864
"St. Nicholas Elementary School","2","2","","2020-10-14","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-14T2034.html#Dufferin-Peel_Catholic_DSB_changed",0,"","Single/unlinked cases","Dufferin-Peel CDSB","Elementary","Bolton","ON",43.8712445,-79.758861
"St. Bernard's School","1",NA,NA,"2020-12-08","https://masks4canada.org/2020/12/09/covid-19-school-report-wecdsb-bhndsb-grand-erie-dec-8-2020/",0,NA,"Single/unlinked cases","Brant Haldimand Norfolk DSB","TBA","Waterford","ON",42.9257166,-80.2940302
"Captain Michael VandenBos Public School","1 ; 2",NA,NA,"2020-12-08 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Whitby","ON",43.900135,-78.96894
"Donald A Wilson SS","1",NA,NA,"2020-12-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Whitby","ON",43.8930164,-78.9644225
"Grove School & Treatment Centre","1 ; 1 ; 1 ; 1 ; 1",NA,NA,"2020-12-08 ; 2020-12-10 ; 2020-12-12 ; 2020-12-16 ; 2020-12-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html ; https://masks4canada.org/2020/12/16/grove-school-treatment-centre-school-outbreak-2020-12-10/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-23T1630.html",1,"2020-12-10","Declared outbreak","Durham DSB","TBA","Oshawa","ON",43.8685856,-78.8353739
"Vaughan Willard PS","1 ; 2",NA,NA,"2020-12-08 ; 2020-12-12","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Pickering","ON",43.837412,-79.101557
"St. Catherine of Alexandria Catholic Elementary School","1",NA,NA,"2020-12-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Halton Hills","ON",43.633936,-79.8744321
"St. Martin Elementary School","1 ; 3",NA,NA,"2020-12-08 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,NA,"Single/unlinked cases","Thunder Bay CDSB","TBA","Thunder Bay","ON",48.3698413,-89.2792707
"Jacob Hespeler Secondary School","1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1",NA,"2020-12-08 ; 2020-12-09 ; 2020-12-16 ; 2020-12-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-17T1630.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Cambridge","ON",43.4180047,-80.3163779
"Our Lady of Lourdes School","1",NA,"1","2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Waterloo_CDSB_changed",0,NA,"Single/unlinked cases","Waterloo CDSB","TBA","Waterloo","ON",43.459139,-80.5304737
"Spencer Avenue Elementary School","1 ; 1",NA,NA,"2020-12-07 ; 2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Upper_Grand_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Upper_Grand_DSB_changed",0,NA,"Single/unlinked cases","Upper Grand DSB","TBA","Orangeville","ON",43.8980578,-80.1279414
"Erin District High School","1 ; 1",NA,NA,"2020-12-07 ; 2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Upper_Grand_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Upper_Grand_DSB_changed",0,NA,"Single/unlinked cases","Upper Grand DSB","TBA","Erin","ON",43.7788464,-80.0678383
"Parkside Collegiate Institute","1 ; 1",NA,NA,"2020-12-07 ; 2020-12-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Thames_Valley_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Thames_Valley_DSB_changed",0,NA,"Single/unlinked cases","Thames Valley DSB","TBA","St. Thomas","ON",42.755919,-81.1930415
